text,binary,multiclass
"Claro, suprimir el comportamiento natural siempre es la mejor opción. También deberíamos enseñarles a dejar de hacer caca.",Not Hope,Sarcasm
Se pospone la presencia cultural de #FerranAdrià al 19 de octubre.   ¡Deseando que todos los universitarios puedan compartir cultura y conocimiento con él pronto!  #CulturaUHU #URL#,Hope,Realistic Hope
"#USER# #USER# Y no veo como podemos llegar a ese partido mejor que a este. Vini va a seguir jugandolo todo, va a llegar más cansado. Y Karim... Rezo porque llegue sano. No nos vale con el Karim actual. Encima ellos van a recuperar gente. Poca cosas realistas a las que agarrarse. Sólo fe.",Hope,Generalized Hope
#USER# Muchas Felicidades Luis 🥳🎂🎊🎉🎈 te deseo todo lo mejor. Un fuerte abrazo😉,Hope,Generalized Hope
"#USER# #USER# #USER# #USER# Mira shuumatsu no valkyrie. Cambiaras de opinion.  Es un manga, podes esperar a la 3er temporada del anime o leerlo.",Not Hope,Not Hope
"#USER# Pues eso a rezar, que no es un crimen y dejad a la gente en paz...",Not Hope,Not Hope
"Quiero ternura Quiero secretos mutuos Quiero ser vulnerable No quiero algo fortuito Extraño la necesidad de sentir al otro, ese anhelo del sueño. Esos tres segundos que sentí una vez Quiero ser un caníbal con otra persona, quiero aquello que soñé y creí real  Quiero algo de nuevo",Not Hope,Not Hope
"Nada esperar de un Presidente que no solo indultó a un terrorista y a delincuentes con amplio prontuario y reincidencia delictual, sino que ahora los protege pidiéndole al TC no entregar sus expedientes. O sea, al lado de los victimarios, no de los que sufren por la delincuencia. #URL#",Not Hope,Not Hope
"Aún guardo la esperanza que no sea Palacios, Carolina bien pero el nooooo, la iba a ver pero si es el el prota se cancela para mi, a quien se le ocurre que el pueda ser Santos Torrealba 😴😴",Hope,Generalized Hope
"#USER# Si quieren tener las cárceles las mas violentas del mundo,otro récord despues de tener el record del pais en cual se asesino lo más de sacerdotes entre 1970-1990 en Am. latina(antes de Brazil y Guatemala) hazlo.Tener una mínima esperanza d salir,ayuda en q los reos se porten bien",Not Hope,Not Hope
"Lo de ayer aún así con todo lo ocurrido, fue cumplir una meta en tantos años de ser fan y me siento demasiado feliz 🥹 No me arrepiento de ningunas de mis aventuras que he vivido y la de ayer la cerramos con broche de oro 😍",Hope,Generalized Hope
"Claro. Arcángel, cuando los estadounidenses viajan por atención médica, porque no pueden permitírselo aquí, y si pueden permitirse ir a cualquier otro lado, ahora se lanzan corriendo hacia India o México. Donde esos países están clasificados mucho más abajo que el nuestro. ¿No escuchaste que ese era uno de los planes de tus encantadoras compañías de seguros de salud para la próxima vez que necesites una cirugía de corazón abierto? En vez de hacer algo al respecto en Estados Unidos... toma un avión al tercer mundo, cariño. :guiño: ------- 61 México 112 India (espero que hables español o indo-ario con fluidez y estés totalmente a gusto con los sistemas de castas... lo que también significa que no le hagas preguntas a los doctores... ah, pero ¿qué importa un pequeño viaje en avión? y además, también tienen McDonald's allá...)",Hope,Sarcasm
Anhelo que Rochita me cierre el orto toda la temporada. También anhelo verlo con la pilcha negra. Seria lo mas hermoso que jamas piso el verde césped de este país. #URL#,Hope,Unrealistic Hope
"💧🔴🔴LLUVIAS EN EL SUR DE SAN LUIS:   👉En Navia las precipitaciones fueron de 32 milímetros, en  Los Coros (30,2), Bajada Nueva (19,8), Nueva Galia (10,9) y Buena Esperanza (10,7).  ✅https://t.co/N8qxDlYqgC  #nuevagalia #lluvia #sanluis",Not Hope,Not Hope
#USER# #USER# #USER# #USER# #USER# #USER# Que maravilla! Ansío verla operativa 🙂🙂🙂🙂,Not Hope,Not Hope
"#USER# #USER# No se trata de fandoms, se trata que ya está arreglada la cosa, yo igualmente deseo que se valla Romina!!!",Hope,Unrealistic Hope
"Me impresiona mucho como hay gente que CREE que otros estamos esperando algún tipo de dictámen sobre algún tema que según ellos dominan, cuando en realidad su dominio es superficial ó hasta mienten para simular contundencia. Curioso el narcisismo.",Not Hope,Not Hope
"Juanelo ya me vio el tatuaje, bomba de tiempo para que me corran de la casa y esperando el primer chantaje",Not Hope,Not Hope
"#USER# Creo que hacer una performance a nivel de Proceso Constitucional, es lo más brígido que han hecho en su historia. Felicitaciones.....ahora, podríamos terminar esa perfo?",Hope,Generalized Hope
#USER# Amigo creo que no estas ni pensando ni viendo,Not Hope,Not Hope
"#USER# Hola Carmela!! Tanto tiempo sin saber de vos, gracias por rezar. 🤗",Hope,Generalized Hope
"El intercambio final entre Unzué y Evole - uno deseando la felicidad y el no sufrir de los suyos una vez falte y el segundo anhelando que éste no parta - es el fiel reflejo de la serenidad del que se va y el silencio del que se queda. En palabras, gestos y miradas.  #LoDeUnzué #URL#",Not Hope,Not Hope
"Padre #USER# yo doy gracias a Dios, porque aún siendo la persona más desobediente con él, siempre me termina dando todas las cosas que anhelo y que en algún momento de desespero se lo pido en oración. Su misericordia es muy grande.",Not Hope,Not Hope
#Tecnologia Espere encontrarlo en la aplicación Google Photos pronto #URL# #URL#,Not Hope,Not Hope
"#USER# Cómo salgamos a jugarle al liverpool como venimos jugando, nos comemos 4 goles en la primera parte y luego en el 80' a rezar por otra remontada. Que de eso vamos, de remontada en remontada porque no podemos mantener el arco en 0",Not Hope,Not Hope
Ojalá contarle a mi abuela todo lo que estoy consiguiendo ❤️‍🩹🕊️,Hope,Unrealistic Hope
"La depresión me sube y me baja a diario,LPM... ¿No puedo tener una temporada de vida que no se opaque por circunstancias que si controlo pero no quiero controlar? A veces desearía no existir :'c  A este paso moriré más joven de lo que pensaba, y no será natural, se lo que digo.",Not Hope,Not Hope
Ojalá le esté yendo todo genial a este chaval #URL#,Hope,Generalized Hope
Quiero llenar de alegría ese corazón de oro que tenés.,Hope,Generalized Hope
"""Creo que me moriría de amor por dentro si hicieras eso."" #URL#",Hope,Unrealistic Hope
#USER# Que mis maldiciones lleguen porque desde el fondo de mis entrañas y con lagrimas les deseo el mal!!!!!,Hope,Unrealistic Hope
hay una sola boda que ansió y ustedes saben cual,Not Hope,Not Hope
"#USER# Pregunta de examen que me hago si la Tir de los bonos sube baja el precio y lo hace con mas fuerza mientras mayor sea el vcto del activo,y probablemente no compense el cupon periodico de interes,al menos al principio.Mejor esperar o entrar ya en bonos de calidad con duracion &lt;3a",Not Hope,Not Hope
"ESPERAR A Q ELLA VUELVAAA Y M DIGA ACA ESTOY MI AMOR, NO EXISTE EL OLVIDOOOOOQQ",Not Hope,Not Hope
"#USER# Que tú le cambies el nombre y el sexo porque se acomoda a tus creencias, no lo hace cierto. A rezar, a la iglesia.",Not Hope,Not Hope
"❌❌ La primera dama de #Kenia pide rezar contra la homosexualidad: ""Aceptarla es como tirar nuestros valores morales a la basura""  https://t.co/EKs1nAzNDz #URL#",Not Hope,Not Hope
"#USER# #USER# El inconveniente es que no tienen eSIM  y no dicen para cuando, solo dicen pronto y hacen esperar a la gente.",Not Hope,Not Hope
RT #USER# no confío en la gente que no tiene foto de perfil en whatsapp.,Not Hope,Not Hope
quiero y anhelo estar ya en mi blonde girl era,Hope,Unrealistic Hope
"Más adelante el chófer, no sé si me escuchó, lo bajó. Sólo se los comparto como reflexión, me comprometo a aprender a pedir ayuda y a no paralizarme ante estas situaciones. Pero deseo que ojalá sea algo colectivo para poder cuidarnos entre todos.",Hope,Generalized Hope
"#USER# No, de lunes a viernes de 6 AM a 2 PM, Sábados y domingos de 2 PM a 10 PM en la semana le diré a mi gerente mi día de descanso aún no lo tengo definido; A ver si me hacen un mega favorsote en los fines de semana me puedan esperar para jugar con ustedes 🙏🏻🙏🏻🥺",Not Hope,Not Hope
"Claro, aquí tienes la traducción manteniendo el tono sarcástico:

Creo que la decisión judicial en Nunn contra el Estado de Georgia hizo el mejor resumen de este derecho. ¡Sí, claro, a todos los liberales les encantan los casos judiciales revocados que nunca vieron la luz a través del proceso de apelación! Creo que Ohio y su Constitución finalmente prevalecieron y ahora llevan armas abiertamente o de forma oculta. No estabas en esa Cessna, ¿verdad?",Not Hope,Sarcasm
🔌 Diseñaron un sistema de sueño completo con control de temperatura destinado a engañar al cuerpo para que se duerma más rápido #URL#,Not Hope,Not Hope
"Otro argumento falaz del colectivo gay. ¿Has escuchado alguna vez sobre el poder médico? No necesitas casarte para tener uno, ¿sabes? emoticonXRolleyes",Not Hope,Sarcasm
"No quiero nada te falte, ojalá que ese cabron te pague el esmalte, yo no te deseo el mal, pero vas a pensar en mi cada vez que te levantes",Hope,Realistic Hope
"#USER# #USER# No comparto contigo tu ideología,  pero en este caso rezo y ruego a Dios porque regrese tu sobrina!",Not Hope,Not Hope
"ese olor, ese olor especial, q hace recordar, q hace querer volver, q hace sacar una sonrisa, q transmite tranquilidad, q transmite sentimientos, q te lleva hacia ese momento, a ese lugar donde nada duele, el olor a incienso, ese olor q siempre voy anhelar",Not Hope,Not Hope
#USER# Pero si van a ir los hinchas de sueño fe? 🥱,Hope,Generalized Hope
"LO ESPERÉ, Y EL 17 LO TENDRÉ &lt;3  GRACIAS LOLA. #URL#",Hope,Generalized Hope
"RT #USER# ,,, Sierva de Dios María Esperanza.  San José Bendito,  ¡Ruega por nosotros!   https://t.co/V87sU7wA3w",Hope,Generalized Hope
El placer también se da sin esperar nada a cambio.,Not Hope,Not Hope
Ojalá no vuelva a encontrar a una persona tan cagada como tu,Hope,Unrealistic Hope
"#USER# ""El sueño de soñar o sueño de no dormir"" 🤔🤔",Not Hope,Not Hope
"#USER# En Semana Santa creo que la mejor es vivir en la Antigua 🥲, ya en serio madrugar solamente porque todas las rutas se saturan",Not Hope,Not Hope
"#USER# Perdón, voy a rezar 3 Padres Nuestros y dos Ave María para no ir al infierno. Gracias a dios que han llegado elles para salvarnes.",Hope,Generalized Hope
Estoy deseando que sea finales de mes la verdad necesito vacas lo que va siendo ya,Hope,Generalized Hope
"Claro, entonces ves a un policía en la calle, ves que está armado, eso es suficiente para inducir agresión y violencia, y posiblemente hacer que lastimes a otros, ¿simplemente porque viste que alguien más estaba armado?",Not Hope,Sarcasm
"#USER# Solo les deseo que se queden sin programa tu y pello !! Son un asco y vergüenza de la tv regia  Lastima por el Cora, el pastor y Ayala",Hope,Unrealistic Hope
Desearía regresar al día 21 del mes de Junio del año 2021.  🥺 #URL#,Hope,Generalized Hope
"Tuve un sueño random pero lindo en el que Morat iba a hacer un mini concierto a las oficinas donde trabajo , villa me chocaba los 5 y simón me regalaba puas 🥺",Hope,Unrealistic Hope
"“Dohko, de ser posible desearía seguir hablando contigo -No te preocupes, pronto volveremos a vernos -Tienes razón, esperamos 243 años, un poco más no significa mucho Podríamos esperar un poco más -Hasta que nos volvamos a ver... Adiós amigo.”  Dohko a Shion  #SantuarioTuitero #URL#",Hope,Generalized Hope
"#USER# Mmm si pero me falla algo. Karim tiene cuerpo de 9 rematador, con un remate de cabeza espectacular. Y no lo está aprovechando nada de nada, que lo físico como dices le pesa seguro. Pero creo que podría estar mucho más en el área de lo que está y aprovechar más el juego de Rodry.",Not Hope,Not Hope
la amo😩creo q lo único q no me gusta es q empiece con el estribillo porq medio me aturde pero lo demás perfección! #URL#,Not Hope,Not Hope
RT #USER# Cuando van a acusar constitucionalmente a Boric? Que están esperando?,Not Hope,Not Hope
"#USER# Joder grisa, deseando verla oiga..... ¿quedamos una tarde para ir al cine cuando la estrenen?",Hope,Generalized Hope
Ni mil vagos se comparan con ella 😍 literalmente le REZO dio q mujer,Not Hope,Not Hope
"Yo recuerdo esto, ese día todos compraron lentes para ver como se iba poniendo el eclipse y cuando todo el cielo se puso oscuro los gallos que teníamos en casa comenzaron a cantar xd  Fue algo impresionante, de las experiencias que desearía volver a vivir #URL#",Not Hope,Not Hope
"Hoy lo único que anhelo es que ya sea 31 de marzo para escuchar el solo de jisoo y unas tetas en mi cara para estar al 200%, help",Hope,Unrealistic Hope
"#USER# Para que vean que hasta en un gobierno anticorrupción puede pasar. Que cagada, la vieja tenía buena pinta en un inicio.   Esperar también a las investigaciones de los entes competentes para determinar todo.",Not Hope,Not Hope
yo estaba esperando a que se jubile la profesora para rendir la materia Y RESULTA QUE SE QUEDA UN AÑO MÁS LA BIEN PUTA,Not Hope,Not Hope
"Qué se pudra como la muerte. Tan románticos creyendo ensoñaciones. Confío en el malditismo. Deja de anhelar lo que perece. Asume, cobarde.",Not Hope,Not Hope
#USER# Solo vengo a rogar por el regreso de la Ginger Ale de Scheweppes como un rezo desesperado!! 🤣🙏🏻,Hope,Unrealistic Hope
RT #USER# Yo creo que una posible traducción de amor es anhelar compartir las cosas más cotidianas.,Not Hope,Not Hope
"Vecino y la ctm, hasta las 5:30 con música, no tan fuerte pero tampoco baja... Ahora cagao de sueño todo el día #antofagasta",Not Hope,Not Hope
Happy Birthday!!! #USER# Te deseo el mejor de los cumpleaños y un fuerte abrazo 🎉🥳🎂🎊🎁🎈🎉🥳🎂🎊🎁🎈,Hope,Generalized Hope
#USER# Lo sé lo se XD Pero creo que prefiero un nivel más corto y con más farmeo El último Boss o el último reto son perfectos! #URL#,Not Hope,Not Hope
#USER# ¡Muy interesante! Deseando leerlo y que también se publique en CESCO -esperemos que esta semana- mi comentario a la STS (Pleno) 258/2023.,Hope,Generalized Hope
"Muero de sueño, pero tengo q esperar que salga la chiquita del jardín xq tengo miedo de no ir a buscarlaaaaaaa",Not Hope,Not Hope
no espere 3 años esperando a que suceda algo para esto,Not Hope,Not Hope
"Hoy elegí mi felicidad, así que apague el despertador y seguí durmiendo… el final de contabilidad puede esperar un cuatri más",Not Hope,Not Hope
RT #USER# lo q más anhelo n este momento es comprarme ropa 😣,Not Hope,Not Hope
"#USER# El sistema de salud, para los que no están en una Isapre, es pésimo las colas para que te atiendan, puede pasar más de un año esperando, FONASA es pésimo, ahora si a esto le sumas los casi 3 Millones que están en una ISAPRE, el Sistema Colapsa",Not Hope,Not Hope
"RT #USER# Buenos días 🌞🌞!!!! Hoy tenemos una cita IMPORTANTE  a las 20hs , deseando verlo🤗🤗 😘😘😘",Hope,Generalized Hope
"#USER# Cano, ansío el día de tu destitución. Trilli también.",Not Hope,Not Hope
"Siempre me guardo mis sentimientos y aunque sé que me van a llevar al abismo, solo ansío que suceda pronto.",Hope,Generalized Hope
#USER# #USER# #USER# Y que se puede esperar de un partido que se ha acomodado toda la vida,Not Hope,Not Hope
la vdad es que desearía que monsta volviera a Argentina,Hope,Unrealistic Hope
Estoy deseando ver que felicitación del 8M sube mañana #USER#,Hope,Generalized Hope
"#USER# Tu educación es mejor pues, deseando que le partan la pierna a alguien. Es que pareces tonto",Not Hope,Not Hope
#USER# Aguanta! No caigas en la tentación!! Tengo 29 sobres sin abrir esperando a que venga mi hija del colegio por la tarde!!😱😱😱😱,Not Hope,Not Hope
¿En serio? Ez no puede ver más allá del telarañoso frente de su cráneo.,Not Hope,Sarcasm
"#USER# Cuantos como ése gatito no abren muerto así, como si fueran basura, de verdad que las basuras que hacen eso, ojala el karma se los cobre con lo que mas les duela para que sientan algo siquiera.",Hope,Unrealistic Hope
"#USER# ""diría mi abuela"", estás viendo la tempestad y no te incas a rezar... Los luchadores son actores más k deportistas y su actuar es lo que les da su fama, ese chesman es buen actor pero ahora creo que no se midió, #USER# tendría que dar la cara. #AdrianMarcelo #URL#",Not Hope,Not Hope
"#USER# De acuerdo, juntas están haciendo una historia de terror, y no lo digo por la belleza y la falta de clase que no tienen.  Ustedes mataron la esperanza que tenia la gente pobre en ustedes. Hoy se muere el pueblo de México de hambre, hoy el pobre vive de caridad y en la miseria.",Hope,Generalized Hope
#USER# Le deseo lo mejor. Yo estaré mejor también. Él no me quería en su vida y yo debo seguir mi camino sin él.,Hope,Generalized Hope
"No más venenoso que el alcohol (en realidad, mucho menos), ¿deberíamos empezar a añadir estricnina a eso? ***Ya me lo imagino*** Disculpe, camarero... ¿cuáles son las ofertas de bebidas? - Tenemos botellas de Bud Light por $4.00, Jagerbombs por $7.50 y este nuevo trago llamado Convulsiones en la Playa. ¡El primero es por cuenta de la casa!",Not Hope,Sarcasm
Ojalá de los 20 mal genios que me dan diario alguno me lleve a ver el reino de los cielos.,Hope,Realistic Hope
RT #USER# #USER# Ojalá entre porque es un bodrio la casa,Hope,Realistic Hope
"#USER# #USER# Me preocupa el mismo tema, ojalá el equipo pase, lo malo es que seguiría el petardo del DT",Hope,Realistic Hope
"#USER# Dolores Redondo.  Cierto que comenté que ""Esperando al Diluvio"" tiene una narrativa fuerte, me tocó puntos susceptibles. De allí su valor.  ""Todo ésto te daré "" es otra  novela de esta autora, de las mejores que he leído en mi vida.",Not Hope,Not Hope
Espero que al hablar en inglés antiguo él finalmente haya entendido todo.,Hope,Sarcasm
"#USER# Pd: hoy en mis recuerdos de instagram estábamos tomando birra esperando a #USER# en Moron, 7 de marzo del 2020",Not Hope,Not Hope
"#USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# Dios mío que situación terrible, la gente mayor, los chicos, los enfermos, los animales 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️♥️🙏♥️ me queda rezar 🙏",Not Hope,Not Hope
Creo que es el momento de desaparecer por un tiempo.,Not Hope,Not Hope
#USER# Wow suena muy bien pero creó lo más importante es el amor 💕 y las atenciones que se dan el uno al otro! ❤️,Hope,Generalized Hope
#USER# Vete a tu cueva a rezar. 🤡 Que tu Sevilla va para segunda 🤣,Hope,Generalized Hope
"RT #USER# de verdad anhelo tener un cambio positivo en mi vida, no pido más.",Not Hope,Not Hope
namjooncito por lo que más quieras te rezo para que esa semana en abril te hagas un paseito por los niuyores,Hope,Realistic Hope
"Nacional vuelve a dejar puntos. No jugó cómodo pero por el transcurso del partido, se lleva un empate que no se veía venir. No crece en fútbol y el equipo que se destacó la fecha pasada, no rindió hoy. Destacar a Noguera y rezar que lo de Renzo Sánchez sea leve.",Hope,Generalized Hope
"#USER# Foca, risas y dinero. Significa que voy a ganar dinero, a lo mejor saco el 5 de oro 😎. Por eso reiré muchísimo y... adoptaré una foca😎",Not Hope,Not Hope
#USER# Deseando que llegue mayo para que desaparezcas de una vez.,Not Hope,Not Hope
"la mejor colaboración que hicieron nunca los socorros, who do you love desearía #URL#",Not Hope,Not Hope
"#USER# #USER# Te dejaron por INDA,no creo que tú seas el más apropiado para hablar de satisfacer mujeres... POR INDA!!!!",Not Hope,Not Hope
RT #USER# Estoy asi hace una hora en tyc sports esperando que hable Enzo #URL#,Not Hope,Not Hope
#USER# Algunas culturas que han utilizado manillas como adornos o joyas incluyen:  - Antiguo Egipto. Los antiguos egipcios usaban a menudo anillos y brazaletes de oro como símbolos de riqueza y estatus. Las manillas de oro y plata se usaban como adornos en las muñecas y tobillos de las… #URL#,Not Hope,Not Hope
"#USER# #USER# Bueno, pero Taylor le ayudó con gusto. Nunca han dicho nada malo la una de la otra. Tampoco es justo esperar que Olivia esté mencionando siempre a Taylor como si le debiera la vida.",Not Hope,Not Hope
"Y como no soy egoísta, te deseo que te vaya bien 😘😘😘",Hope,Generalized Hope
#USER# Yo también desearía que el nos muestre que estuvo y esta al tanto de todo el Amor que le estuvimos dando en su ausencia.. Mi pequeño BUI 💙 💙  TOGETHER FOR BUILD #beyourluveunited,Hope,Generalized Hope
"Mi himno de vida, «Peregrino» de Luis Cernuda:  ¿Volver? Vuelva el que tenga, tras largos años, tras un largo viaje, cansancio del camino y la codicia de su tierra, su casa, sus amigos, del amor que al regreso fiel le espere. #URL#",Not Hope,Not Hope
RT #USER# Acá esperando que pase algo interesante en mí vida jajaj,Hope,Generalized Hope
Vuelvo a ver ese gol del Arsenal y emociona csmre 🥺🥺… Como desearía ver esos partidos con mi viejo 🫶🏽,Hope,Unrealistic Hope
Con favor de Dios en casa . Deseando que sea una nueva semana  de muchos éxitos #URL#,Hope,Generalized Hope
ver hxh con natalia es ahora una de mis actividades favoritas y que más ansío en mis días,Hope,Generalized Hope
"#ANicolásLeDigo que mientras siguen engañando al país dentro un marco de corruptelas y el #Gobierno cambia el concepto de secuestro por #CercoHumanitario, algunos #Colombianos seguimos con la esperanza de tener un país al derecho, lejano de tanta improvisación y corrupción. #URL#",Hope,Realistic Hope
Juega River-Lanus 19:15 se cancela ir tarde. Voy a ir después del City-Newcastle y rezar que no haya mucha gente,Not Hope,Not Hope
Me queda un ep de violet HPTAAA yo aun tengo esperanza de que el mayor vuelva 😭,Hope,Realistic Hope
"Jamás le desearía algo malo a nadie, pero la neta cada día entiendo mas que lit te mereces todo lo malo que te pasa. Sorry bitch!",Not Hope,Not Hope
#USER# Creo que por experiencia trátare de estar fuera y mejor ver por fuera,Hope,Realistic Hope
"#USER# Creo que las marcas grandes de móviles están abusando demasiado. Tengo un S21 PLUS - 256 GB y un año cumplido, la batería ya se descarga rápido.",Not Hope,Not Hope
"#USER# #USER# #USER# Estamos deseando saber donde están las pruebas. Pregúntale a Tito Florentino, igual te ilumina....😁🤦",Hope,Generalized Hope
"anhelo demasiado continuar construyendo mi mejor versión , y no seguir fallándome a mi misma",Hope,Generalized Hope
"#USER# #USER# #USER# Coincido, nadie tiene una bola de cristal. Eso si, yo no le rezo a nadie. Tengo mi propio sistema y así como he logrado 3000% tb he perdido 99%. La clave según pienso es diversificar con moderación y sí o sí tener un % alto en BR. No soy fan de copiar ideas ajenas.",Not Hope,Not Hope
"Es este ¡GRACIAS! (enooorme), faltaba añadiros a vosotros, los organizadores.  Os entregáis al 100% y se nota en todos los detalles. ¡Una #WCChiclana espectacular! Como siempre 😎 Deseando repetir, para hacer🍍con la comunidad #WordPress 👏👏👏 #URL#",Not Hope,Not Hope
La esperanza y desafíos de los representantes de Chile en la Asamblea Sinodal del Cono Sur https://t.co/Zd4OhZuRZt,Hope,Generalized Hope
"🔴 Tamaulipas está frente a una de las peores sequías en su historia. La presa Vicente Guerrero, que abastece al Estado, se encuentra en niveles mínimos de almacenamiento: un 17% de su capacidad  🖋 #USER# #URL#",Not Hope,Not Hope
"¿Se acuerdan de que los venía poniendo al tanto de la Política Exterior Feminista de Colombia?   Pues esta PEF estaba siendo diseñada por #USER# y su equipo, pero ella dejará su cargo para ser embajadora en Austria. 🥲   Cuando anuncien al nuevo vice, sabremos qué esperar.",Not Hope,Not Hope
"Claro, porque evidentemente ahora necesitas que te explique cada palabra que uso para ti. Intenta usar un diccionario de vez en cuando. Realmente no es tan difícil. Lo dominarás con práctica, --creo. De hecho respondí a tu pregunta. ¿Es que cualquier cosa más compleja que un simple 'sí o no' es demasiado complicada para ti?",Not Hope,Sarcasm
"#USER# #USER# #USER# #USER# #USER# La imagen de #USER# agarrándose a la silla es impagable, jajajaja. Va a ser un año bonito. Ojalá se reduzca la brecha con Red Bull y podamos ver un campeonato disputado entre varios equipos, cada uno con sus fortalezas y debilidades.",Hope,Realistic Hope
Imagínate cuanta baraka hay en una mesa en la que se habla de Allah. Júntate con aquellos que te inviten a interrumpir lo que estáis haciendo porque es hora de rezar y que en la mesa hablan de progreso y avance porque te quieren ver bien en este mundo y en el otro🤍,Hope,Generalized Hope
Si no me saliesen las cosas tan mal no necesitaría tanto ingenio Esperanza #URL#,Not Hope,Not Hope
"Mi sueño ite es que la secretaria o la de caja respondan mis msjs, no importa si me responde después de 1 mes pero que me RESPONDAAAAA!!!",Not Hope,Not Hope
frases soule afuera del colegio esperando q salgan las de 2do año #URL#,Not Hope,Not Hope
Ojalá y a ellas nunca las traten como me tratan a mi,Hope,Unrealistic Hope
Creo que es momento de leerme toda la saga de Harry Potter.,Hope,Unrealistic Hope
#USER# rezo a todos y cada uno de los dioses que hay para que vengan,Hope,Generalized Hope
"Esperar qué nos prepara el destino… si Dios lo quiere así será, si no, servirá como aprendizaje.",Hope,Generalized Hope
¡#GerardRomero 🙌🏽⚽️ HA EMITIDO en #Twitch! Nuestros datos 🧐 :  ▶️ ESPECTADORES 👁️ : 4.267 ▶️ MINUTO DE ORO 🔥 : 11.877 [21:31h] ▶️ RAIDEADO 🌪️ POR : #EdgarAlvarx  #Sports #Jijantes #URL#,Not Hope,Not Hope
#USER# Este caviar agitador como rivera siempre con la desinformación DDH de los terroristas apoyando a su gente violenta. Que dicen sobre la muerte de nuestros soldados esperando su pronunciamiento,Not Hope,Not Hope
las expectativas que le tengo a river dios encima no se que esperar pero !!,Not Hope,Not Hope
"A Colombia la está matando la pereza. Lo que hay que recortar es la jornada de sueño, la jornada de festivos, la jornada de vacaciones: Matarife.  No se necesita a un ing de sistemas todo el día, solo un par de horas: Alicia Arango, ministra de interior de Duque.  Cinismo puro. #URL#",Not Hope,Not Hope
#USER# La tendencia está desde la pretemporada: ya se sabe para que estamos. A rezar y a sumar como sea. Y que vuelva el fantasma del descenso.,Not Hope,Not Hope
"No es casualidad de que justo haya caido Noemi 24h horas despues de la hoguera. Lo estaba deseando, buscando la excusa. #LaIslaDeLasTentaciones7",Not Hope,Not Hope
"Finalmente hoy se ha conformado la Comisión Experta, que estará a cargo de redactar el Anteproyecto de Nueva Constitución. Es muy difícil tener alguna esperanza en el nuevo proceso, al saber que sus miembros han sido designados por el Congreso Nacional. https://t.co/4L7VNTlghb",Not Hope,Not Hope
"#USER# #USER# #USER# #USER# Estoy de acuerdo con la presión, pero EU tiene un grave problema con el fentanilo que NO están atendiendo. Pareciera que las drogas cruzan la frontera y “mágicamente” llegan al consumidor final (nadie las distribuye). Por eso digo cuidado porque creo que, también, es un pretexto.",Not Hope,Not Hope
YO NO CREO EN EL AMOR NI EN NADA DE ESO PERO NO SÉ PORQUÉ AHORA SIEMPRE QUE REZO LE PIDO A DIOS QUE ME DEJE VERTE ESNÚAAA,Not Hope,Not Hope
"Si tu deseo es que la negrada se aniquile a sí misma, decilo así, asumite y ponele huevos, no vengas con la pelotudez del pueblo haciendo justicia porque es una fantasía muy obvia.",Not Hope,Not Hope
"Neh2. Es posible que el pecado haya derribado los pilares de fidelidad en una vida agonizante de esclavitud, pero permanece en el corazón Reavivado por la oración el anhelo de reconstruir aquello que es de Dios para siempre. Su casa de adoración. Amén. #rpsp #URL#",Not Hope,Not Hope
"NOOOOOO para que mierda me desperté, estaba teniendo el sueño perfecto",Not Hope,Not Hope
"MIREN PUESSSS ESTE REGALO HERMOSO DE LA VIDA 😭💜😭💜😭💜😭💜😭 MI FAVCITA BONITA 😭😭😭💜 Ay, en verdad, me voy con el corazón llenito de amor y hartas pepitas de oro 😭💜 #URL#",Hope,Unrealistic Hope
Yo me paso deseando que tengamos un reencuentro Pero es que no te encuentro,Hope,Unrealistic Hope
se me cumplió el sueño de cursar con mi novio😁😁😁,Hope,Realistic Hope
"Gracias por su labor , no espere menos de un paisano comprometido con los #HumanRights y que vive en una tierra que nos dio abrió las puertas a muchos de nosotros #Canada #URL#",Not Hope,Not Hope
#USER# 30 sacándolo en madrid y porque tenia que esperar a cumplir los 18 años y no me podía examinar antes,Not Hope,Not Hope
"Yo bien parada esperando el camión y veo pasar muchas patrullas, militares y ambulancias 🫢🫠 (zona norte) … es Martes peeerensee!",Not Hope,Not Hope
#USER# Te deseo todo lo mejor del mundo Ara  HBD ARACELY,Hope,Generalized Hope
"#USER# Boris, y quien nos ha prometido la libertad de Cuba? Quizás estemos atontados, como tú dices, pero de tanto buscar y anhelar la libertad de Cuba 🇨🇺. Pero no me acuerdo que alguien nos haya prometido lo que tanto merecemos.",Not Hope,Not Hope
"De las miles de personas en mi vida, deseaba que quisieras quedarte. Meses deseando tu mensaje para darme cuenta de que no valía la pena esperarte. -Sisco",Hope,Unrealistic Hope
"Un iluminador relato sobre la vida cotidiana de un hombre, que confiesa tragedias colectivas que nos acechan.  Esta novela abre una puerta a la esperanza, para encontrar en lo pequeño y sencillo, un refugio frente a las tragedias colectivas. Libro 3 del 2023. #URL#",Hope,Generalized Hope
"si me concedieran un deseo, desearía abrazarte más fuerte una última vez para poder soltarte",Hope,Unrealistic Hope
"#USER# Eres el mayor subnormal de la historia del futbol,ojala algun dia te pongan en tu sitio 🤡",Hope,Generalized Hope
